date,playerId,country,gameId,Cash turnover,Bonus turnover,Cash winnings,Bonus winnings,Turnover,Winnings,Cash result,Bonus result,Gross result
2017-04-07,25,SE,2321,0.35,0.0,0.0,0.0,0.35,0.0,0.35,0.0,0.35
2017-04-07,25,SE,1463,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0
2017-04-07,24,SE,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,24,SE,2321,0.0,0.0,0.18,0.0,0.0,0.18,-0.18,0.0,-0.18
2017-04-07,24,SE,1463,7.0,0.0,12.0,0.0,7.0,12.0,-5.0,0.0,-5.0
2017-04-07,23,NO,2555,1.2,0.0,0.2,0.0,1.2,0.2,1.0,0.0,1.0
2017-04-07,23,NO,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,23,NO,1463,4.0,0.0,36.0,0.0,4.0,36.0,-32.0,0.0,-32.0
2017-04-07,22,SE,2555,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0
2017-04-07,22,SE,2321,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.23
2017-04-07,22,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-07,21,AT,2555,2.4,0.0,0.0,0.0,2.4,0.0,2.4,0.0,2.4
2017-04-07,21,AT,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,21,AT,1463,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2017-04-07,20,SE,2555,1.2,0.0,12.2,0.0,1.2,12.2,-11.0,0.0,-11.0
2017-04-07,20,SE,2321,0.82,0.0,0.0,0.0,0.82,0.0,0.82,0.0,0.82
2017-04-07,20,SE,1463,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
2017-04-07,19,SE,2555,4.8,0.0,0.0,0.0,4.8,0.0,4.8,0.0,4.8
2017-04-07,19,SE,2321,0.23,0.0,0.82,0.0,0.23,0.82,-0.58,0.0,-0.58
2017-04-07,19,SE,1463,0.0,0.0,6.0,0.0,0.0,6.0,-6.0,0.0,-6.0
2017-04-07,18,GB,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,18,GB,2321,1.17,0.0,0.06,0.0,1.17,0.06,1.11,0.0,1.11
2017-04-07,18,GB,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-07,17,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,17,SE,2321,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.23
2017-04-07,17,SE,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-07,17,SE,403,0.0,0.0,4.17,0.0,0.0,4.17,-4.17,0.0,-4.17
2017-04-07,16,SE,2555,3.6,0.0,1.2,0.0,3.6,1.2,2.4,0.0,2.4
2017-04-07,16,SE,2321,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.23
2017-04-07,16,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-07,15,SE,2555,3.6,0.0,3.0,0.0,3.6,3.0,0.6,0.0,0.6
2017-04-07,15,SE,2321,0.58,0.0,0.0,0.0,0.58,0.0,0.58,0.0,0.58
2017-04-07,15,SE,1463,0.0,0.0,96.0,0.0,0.0,96.0,-96.0,0.0,-96.0
2017-04-07,15,SE,403,1.25,0.0,0.0,0.0,1.25,0.0,1.25,0.0,1.25
2017-04-07,15,SE,399,1.04,0.21,0.0,0.0,1.25,0.0,1.04,0.21,1.25
2017-04-07,14,AT,2555,2.4,0.0,0.4,0.0,2.4,0.4,2.0,0.0,2.0
2017-04-07,14,AT,2321,0.47,0.0,0.0,0.0,0.47,0.0,0.47,0.0,0.47
2017-04-07,14,AT,1463,5.0,0.0,12.0,0.0,5.0,12.0,-7.0,0.0,-7.0
2017-04-07,13,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,13,SE,2321,0.58,0.0,0.0,0.0,0.58,0.0,0.58,0.0,0.58
2017-04-07,13,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-07,12,NO,2555,2.4,0.0,81.6,0.0,2.4,81.6,-79.2,0.0,-79.2
2017-04-07,12,NO,1463,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2017-04-07,12,NO,403,0.0,0.0,0.42,0.0,0.0,0.42,-0.42,0.0,-0.42
2017-04-07,11,FI,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,11,FI,1463,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0
2017-04-07,10,SE,2555,3.6,0.0,0.0,0.0,3.6,0.0,3.6,0.0,3.6
2017-04-07,10,SE,2321,0.0,0.0,0.12,0.0,0.0,0.12,-0.12,0.0,-0.12
2017-04-07,10,SE,1463,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2017-04-07,9,GB,2555,3.6,0.0,0.4,0.0,3.6,0.4,3.2,0.0,3.2
2017-04-07,9,GB,2321,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.23
2017-04-07,9,GB,1463,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
2017-04-07,9,GB,403,0.0,0.0,6.67,0.0,0.0,6.67,-6.67,0.0,-6.67
2017-04-07,9,GB,399,0.0,0.0,1.04,0.21,0.0,1.25,-1.04,-0.21,-1.25
2017-04-07,8,SE,2555,3.6,0.0,2.4,0.0,3.6,2.4,1.2,0.0,1.2
2017-04-07,8,SE,2321,0.23,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.23
2017-04-07,8,SE,1463,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0
2017-04-07,7,NO,2555,2.4,0.0,0.0,0.0,2.4,0.0,2.4,0.0,2.4
2017-04-07,7,NO,2321,0.12,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12
2017-04-07,7,NO,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,6,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,6,SE,1463,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2017-04-07,5,SE,2555,2.4,0.0,0.88,0.0,2.4,0.88,1.52,0.0,1.52
2017-04-07,5,SE,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,5,SE,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-07,5,SE,403,0.94,0.0,0.0,0.0,0.94,0.0,0.94,0.0,0.94
2017-04-07,4,SE,2555,3.6,0.0,3.4,0.0,3.6,3.4,0.2,0.0,0.2
2017-04-07,4,SE,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,4,SE,1463,5.0,0.0,60.0,0.0,5.0,60.0,-55.0,0.0,-55.0
2017-04-07,3,SE,2555,2.4,0.0,10.8,0.0,2.4,10.8,-8.4,0.0,-8.4
2017-04-07,3,SE,2321,0.82,0.0,0.0,0.0,0.82,0.0,0.82,0.0,0.82
2017-04-07,3,SE,1463,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0
2017-04-07,2,SE,2555,3.6,0.0,0.0,0.0,3.6,0.0,3.6,0.0,3.6
2017-04-07,2,SE,1463,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2017-04-07,2,SE,403,1.25,0.0,0.0,0.0,1.25,0.0,1.25,0.0,1.25
2017-04-07,1,AT,2555,3.6,0.0,0.2,0.0,3.6,0.2,3.4,0.0,3.4
2017-04-07,1,AT,2321,0.35,0.0,0.0,0.0,0.35,0.0,0.35,0.0,0.35
2017-04-07,1,AT,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-06,50,SE,2646,1.04,0.0,0.0,0.0,1.04,0.0,1.04,0.0,1.04
2017-04-06,50,SE,2321,0.58,0.0,4.67,0.0,0.58,4.67,-4.09,0.0,-4.09
2017-04-06,50,SE,2112,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,1.3
2017-04-06,50,SE,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-06,50,SE,34,1.88,0.0,0.0,0.0,1.88,0.0,1.88,0.0,1.88
2017-04-06,49,SE,2321,2.34,0.0,0.35,0.0,2.34,0.35,1.99,0.0,1.99
2017-04-06,49,SE,2112,2.61,0.0,0.0,0.0,2.61,0.0,2.61,0.0,2.61
2017-04-06,49,SE,1463,13.5,0.0,0.0,0.0,13.5,0.0,13.5,0.0,13.5
2017-04-06,49,SE,34,3.57,0.0,0.0,0.0,3.57,0.0,3.57,0.0,3.57
2017-04-06,48,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,48,SE,2321,0.58,0.0,0.7,0.0,0.58,0.7,-0.12,0.0,-0.12
2017-04-06,48,SE,2112,1.3,0.0,0.6,0.0,1.3,0.6,0.7,0.0,0.7
2017-04-06,48,SE,1711,1.56,0.0,0.0,0.0,1.56,0.0,1.56,0.0,1.56
2017-04-06,48,SE,1463,9.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0
2017-04-06,48,SE,34,0.94,0.0,1.56,0.0,0.94,1.56,-0.63,0.0,-0.63
2017-04-06,47,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,47,SE,2321,2.34,0.0,0.53,0.0,2.34,0.53,1.81,0.0,1.81
2017-04-06,47,SE,2112,1.3,0.0,0.7,0.0,1.3,0.7,0.6,0.0,0.6
2017-04-06,47,SE,1463,0.0,0.0,44.0,0.0,0.0,44.0,-44.0,0.0,-44.0
2017-04-06,46,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,46,SE,2321,1.99,0.0,2.57,0.0,1.99,2.57,-0.58,0.0,-0.58
2017-04-06,46,SE,2112,0.65,0.0,0.05,0.0,0.65,0.05,0.6,0.0,0.6
2017-04-06,46,SE,1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,46,SE,1463,10.0,0.0,56.0,0.0,10.0,56.0,-46.0,0.0,-46.0
2017-04-06,46,SE,399,2.09,0.0,0.0,0.0,2.09,0.0,2.09,0.0,2.09
2017-04-06,46,SE,34,0.94,0.0,0.0,0.0,0.94,0.0,0.94,0.0,0.94
2017-04-06,45,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,45,SE,2321,1.75,0.0,0.0,0.0,1.75,0.0,1.75,0.0,1.75
2017-04-06,45,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-06,45,SE,34,0.0,0.0,2.63,0.0,0.0,2.63,-2.63,0.0,-2.63
2017-04-06,44,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,44,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,44,SE,2321,0.58,0.0,0.53,0.0,0.58,0.53,0.06,0.0,0.06
2017-04-06,44,SE,2112,0.65,0.0,0.0,0.0,0.65,0.0,0.65,0.0,0.65
2017-04-06,44,SE,1463,6.5,0.0,0.0,0.0,6.5,0.0,6.5,0.0,6.5
2017-04-06,44,SE,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,43,SE,2646,2.09,0.0,0.0,0.0,2.09,0.0,2.09,0.0,2.09
2017-04-06,43,SE,2321,1.4,0.0,0.0,0.0,1.4,0.0,1.4,0.0,1.4
2017-04-06,43,SE,2112,1.96,0.0,0.26,0.0,1.96,0.26,1.69,0.0,1.69
2017-04-06,43,SE,1463,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2017-04-06,43,SE,34,1.88,0.0,0.0,0.0,1.88,0.0,1.88,0.0,1.88
2017-04-06,42,SE,2646,1.04,0.0,0.0,0.0,1.04,0.0,1.04,0.0,1.04
2017-04-06,42,SE,2555,0.0,0.0,0.4,0.0,0.0,0.4,-0.4,0.0,-0.4
2017-04-06,42,SE,2321,1.17,0.0,2.8,0.0,1.17,2.8,-1.64,0.0,-1.64
2017-04-06,42,SE,2112,1.96,0.0,0.0,0.0,1.96,0.0,1.96,0.0,1.96
2017-04-06,42,SE,1463,4.5,0.0,0.0,0.0,4.5,0.0,4.5,0.0,4.5
2017-04-06,42,SE,34,0.94,0.0,5.21,0.0,0.94,5.21,-4.28,0.0,-4.28
2017-04-06,41,SE,2321,1.75,0.0,0.0,0.0,1.75,0.0,1.75,0.0,1.75
2017-04-06,41,SE,2188,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02
2017-04-06,41,SE,2112,0.65,0.0,0.0,0.0,0.65,0.0,0.65,0.0,0.65
2017-04-06,41,SE,1463,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0
2017-04-06,41,SE,34,0.0,0.0,0.29,0.0,0.0,0.29,-0.29,0.0,-0.29
2017-04-06,40,FI,2321,0.0,0.0,0.06,0.0,0.0,0.06,-0.06,0.0,-0.06
2017-04-06,40,FI,2112,0.65,0.0,0.0,0.0,0.65,0.0,0.65,0.0,0.65
2017-04-06,40,FI,1463,6.5,0.0,0.0,0.0,6.5,0.0,6.5,0.0,6.5
2017-04-06,40,FI,399,0.0,0.0,3.13,0.0,0.0,3.13,-3.13,0.0,-3.13
2017-04-06,40,FI,34,2.82,0.0,0.0,0.0,2.82,0.0,2.82,0.0,2.82
2017-04-06,39,NO,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,39,NO,2321,1.75,0.0,0.41,0.0,1.75,0.41,1.34,0.0,1.34
2017-04-06,39,NO,2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,39,NO,1463,8.5,0.0,0.0,0.0,8.5,0.0,8.5,0.0,8.5
2017-04-06,39,NO,34,0.94,0.0,0.0,0.0,0.94,0.0,0.94,0.0,0.94
2017-04-06,38,SE,2646,2.09,0.0,0.0,0.0,2.09,0.0,2.09,0.0,2.09
2017-04-06,38,SE,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,38,SE,2321,1.17,0.0,1.87,0.0,1.17,1.87,-0.7,0.0,-0.7
2017-04-06,38,SE,2112,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,1.3
2017-04-06,38,SE,1463,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,1.5
2017-04-06,38,SE,34,0.94,0.0,0.0,0.0,0.94,0.0,0.94,0.0,0.94
2017-04-06,37,FI,2321,2.92,0.0,2.1,0.0,2.92,2.1,0.82,0.0,0.82
2017-04-06,37,FI,2112,0.65,0.0,0.0,0.0,0.65,0.0,0.65,0.0,0.65
2017-04-06,37,FI,1463,11.5,0.0,9.0,0.0,11.5,9.0,2.5,0.0,2.5
2017-04-06,37,FI,34,0.94,0.0,8.86,0.0,0.94,8.86,-7.93,0.0,-7.93
2017-04-06,36,GB,2646,1.04,0.0,0.0,0.0,1.04,0.0,1.04,0.0,1.04
2017-04-06,36,GB,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,36,GB,2321,1.17,0.0,0.0,0.0,1.17,0.0,1.17,0.0,1.17
2017-04-06,36,GB,2112,0.65,0.0,0.0,0.0,0.65,0.0,0.65,0.0,0.65
2017-04-06,36,GB,1711,1.56,0.0,0.0,0.0,1.56,0.0,1.56,0.0,1.56
2017-04-06,36,GB,1463,11.5,0.0,150.0,0.0,11.5,150.0,-138.5,0.0,-138.5
2017-04-06,36,GB,34,4.5,0.0,0.0,0.0,4.5,0.0,4.5,0.0,4.5
2017-04-06,35,SE,2646,0.0,0.0,3.13,0.0,0.0,3.13,-3.13,0.0,-3.13
2017-04-06,35,SE,2321,0.58,0.0,0.06,0.0,0.58,0.06,0.53,0.0,0.53
2017-04-06,35,SE,2112,0.65,0.0,0.81,0.0,0.65,0.81,-0.16,0.0,-0.16
2017-04-06,35,SE,1463,0.0,0.0,6.0,0.0,0.0,6.0,-6.0,0.0,-6.0
2017-04-06,35,SE,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,34,SE,2321,1.99,0.0,0.12,0.0,1.99,0.12,1.87,0.0,1.87
2017-04-06,34,SE,2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,34,SE,1463,4.5,0.0,0.0,0.0,4.5,0.0,4.5,0.0,4.5
2017-04-06,34,SE,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,33,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,33,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,33,SE,2321,2.92,0.0,3.68,0.0,2.92,3.68,-0.76,0.0,-0.76
2017-04-06,33,SE,2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,33,SE,1463,8.5,0.0,24.0,0.0,8.5,24.0,-15.5,0.0,-15.5
2017-04-06,33,SE,34,5.26,0.0,0.0,0.0,5.26,0.0,5.26,0.0,5.26
2017-04-06,32,SE,2321,1.75,0.0,0.93,0.0,1.75,0.93,0.82,0.0,0.82
2017-04-06,32,SE,2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,32,SE,2112,0.0,0.0,3.08,0.0,0.0,3.08,-3.08,0.0,-3.08
2017-04-06,32,SE,1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,32,SE,1463,12.0,0.0,64.0,0.0,12.0,64.0,-52.0,0.0,-52.0
2017-04-06,32,SE,399,2.09,0.0,6.26,0.0,2.09,6.26,-4.17,0.0,-4.17
2017-04-06,32,SE,34,0.94,0.0,0.21,0.0,0.94,0.21,0.73,0.0,0.73
2017-04-06,31,FI,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,31,FI,2321,1.17,0.0,0.0,0.0,1.17,0.0,1.17,0.0,1.17
2017-04-06,31,FI,2112,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.0,1.3
2017-04-06,31,FI,1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,31,FI,1463,4.5,0.0,20.0,0.0,4.5,20.0,-15.5,0.0,-15.5
2017-04-06,31,FI,34,2.82,0.0,0.0,0.0,2.82,0.0,2.82,0.0,2.82
2017-04-06,30,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,30,SE,2321,0.58,0.0,0.18,0.0,0.58,0.18,0.41,0.0,0.41
2017-04-06,30,SE,2112,1.56,0.0,0.0,0.0,1.56,0.0,1.56,0.0,1.56
2017-04-06,30,SE,1463,16.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0
2017-04-06,30,SE,34,2.25,0.0,0.0,0.0,2.25,0.0,2.25,0.0,2.25
2017-04-06,29,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,29,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,29,SE,2321,1.75,0.0,0.0,0.0,1.75,0.0,1.75,0.0,1.75
2017-04-06,29,SE,2112,1.3,0.0,0.78,0.0,1.3,0.78,0.52,0.0,0.52
2017-04-06,29,SE,1463,1.0,0.0,20.0,0.0,1.0,20.0,-19.0,0.0,-19.0
2017-04-06,29,SE,34,0.94,0.0,1.88,0.0,0.94,1.88,-0.94,0.0,-0.94
