date,playerId,country,gameId,sum(cashTurnover),sum(bonusTurnover),sum(cashWinnings),sum(bonusWinnings),sum(turnover),sum(winnings),sum(cashResult),sum(bonusResult),sum(grossResult)
2017-04-07,39,NO,403,0.0,0.0,15.00578347904928,0.0,0.0,15.00578347904928,-15.00578347904928,0.0,-15.00578347904928
2017-04-07,38,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,38,SE,2321,0.818015028104659,0.0,0.0,0.0,0.818015028104659,0.0,0.818015028104659,0.0,0.818015028104659
2017-04-07,38,SE,1463,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
2017-04-07,37,FI,2555,4.8,0.0,3.4000000000000004,0.0,4.8,3.4000000000000004,1.3999999999999997,0.0,1.3999999999999997
2017-04-07,37,FI,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,37,FI,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-07,36,GB,2555,2.4,0.0,0.6,0.0,2.4,0.6,1.7999999999999998,0.0,1.7999999999999998
2017-04-07,36,GB,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,36,GB,1463,2.0,0.0,6.0,0.0,2.0,6.0,-4.0,0.0,-4.0
2017-04-07,36,GB,403,2.18834342402802,0.0,0.0,0.0,2.18834342402802,0.0,2.18834342402802,0.0,2.18834342402802
2017-04-07,35,SE,2555,3.5999999999999996,0.0,10.0,0.0,3.5999999999999996,10.0,-6.4,0.0,-6.4
2017-04-07,35,SE,2321,0.584296448646185,0.0,0.058429644864618505,0.0,0.584296448646185,0.058429644864618505,0.5258668037815665,0.0,0.5258668037815665
2017-04-07,35,SE,1463,9.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0
2017-04-07,34,SE,2555,6.0,0.0,1.0,0.0,6.0,1.0,5.0,0.0,5.0
2017-04-07,34,SE,2321,0.46743715891694804,0.0,0.058429644864618505,0.0,0.46743715891694804,0.058429644864618505,0.40900751405232955,0.0,0.40900751405232955
2017-04-07,34,SE,1463,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2017-04-07,33,SE,2555,2.4,0.0,0.0,0.0,2.4,0.0,2.4,0.0,2.4
2017-04-07,33,SE,1463,12.0,0.0,32.0,0.0,12.0,32.0,-20.0,0.0,-20.0
2017-04-07,32,SE,2555,1.2,0.0,1.0,0.0,1.2,1.0,0.1999999999999999,0.0,0.1999999999999999
2017-04-07,32,SE,2321,0.818015028104659,0.0,0.0,0.0,0.818015028104659,0.0,0.818015028104659,0.0,0.818015028104659
2017-04-07,32,SE,1463,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2017-04-07,31,FI,2555,6.0,0.0,2.56,0.0,6.0,2.56,3.4400000000000004,0.0,3.4400000000000004
2017-04-07,31,FI,2321,0.584296448646185,0.0,0.0,0.0,0.584296448646185,0.0,0.584296448646185,0.0,0.584296448646185
2017-04-07,31,FI,1463,11.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,11.0
2017-04-07,31,FI,403,1.2504819565874399,0.0,0.0,0.0,1.2504819565874399,0.0,1.2504819565874399,0.0,1.2504819565874399
2017-04-07,30,SE,2555,4.8,0.0,0.0,0.0,4.8,0.0,4.8,0.0,4.8
2017-04-07,30,SE,2321,0.23371857945847402,0.0,0.1752889345938555,0.0,0.23371857945847402,0.1752889345938555,0.05842964486461852,0.0,0.05842964486461852
2017-04-07,30,SE,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-07,29,SE,2555,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0
2017-04-07,29,SE,2321,1.402311476750844,0.0,0.11685928972923701,0.0,1.402311476750844,0.11685928972923701,1.285452187021607,0.0,1.285452187021607
2017-04-07,29,SE,1463,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
2017-04-07,28,SE,2555,2.4,0.0,0.28,0.0,2.4,0.28,2.12,0.0,2.12
2017-04-07,28,SE,1463,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0
2017-04-07,27,SE,2555,4.8,0.0,0.0,0.0,4.8,0.0,4.8,0.0,4.8
2017-04-07,27,SE,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,26,GB,2555,4.8,0.0,0.0,0.0,4.8,0.0,4.8,0.0,4.8
2017-04-07,26,GB,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,26,GB,1463,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
2017-04-07,25,SE,2555,4.8,0.0,2.5999999999999996,0.0,4.8,2.5999999999999996,2.2,0.0,2.2
2017-04-07,25,SE,2321,0.350577869187711,0.0,0.0,0.0,0.350577869187711,0.0,0.350577869187711,0.0,0.350577869187711
2017-04-07,25,SE,1463,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0
2017-04-07,24,SE,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,24,SE,2321,0.0,0.0,0.1752889345938555,0.0,0.0,0.1752889345938555,-0.1752889345938555,0.0,-0.1752889345938555
2017-04-07,24,SE,1463,7.0,0.0,12.0,0.0,7.0,12.0,-5.0,0.0,-5.0
2017-04-07,23,NO,2555,1.2,0.0,0.2,0.0,1.2,0.2,1.0,0.0,1.0
2017-04-07,23,NO,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,23,NO,1463,4.0,0.0,36.0,0.0,4.0,36.0,-32.0,0.0,-32.0
2017-04-07,22,SE,2555,6.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0
2017-04-07,22,SE,2321,0.23371857945847402,0.0,0.0,0.0,0.23371857945847402,0.0,0.23371857945847402,0.0,0.23371857945847402
2017-04-07,22,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-07,21,AT,2555,2.4,0.0,0.0,0.0,2.4,0.0,2.4,0.0,2.4
2017-04-07,21,AT,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,21,AT,1463,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2017-04-07,20,SE,2555,1.2,0.0,12.2,0.0,1.2,12.2,-11.0,0.0,-11.0
2017-04-07,20,SE,2321,0.818015028104659,0.0,0.0,0.0,0.818015028104659,0.0,0.818015028104659,0.0,0.818015028104659
2017-04-07,20,SE,1463,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
2017-04-07,19,SE,2555,4.8,0.0,0.0,0.0,4.8,0.0,4.8,0.0,4.8
2017-04-07,19,SE,2321,0.23371857945847402,0.0,0.818015028104659,0.0,0.23371857945847402,0.818015028104659,-0.584296448646185,0.0,-0.584296448646185
2017-04-07,19,SE,1463,0.0,0.0,6.0,0.0,0.0,6.0,-6.0,0.0,-6.0
2017-04-07,18,GB,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,18,GB,2321,1.16859289729237,0.0,0.058429644864618505,0.0,1.16859289729237,0.058429644864618505,1.1101632524277516,0.0,1.1101632524277516
2017-04-07,18,GB,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-07,17,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,17,SE,2321,0.23371857945847402,0.0,0.0,0.0,0.23371857945847402,0.0,0.23371857945847402,0.0,0.23371857945847402
2017-04-07,17,SE,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-07,17,SE,403,0.0,0.0,4.1682731886247995,0.0,0.0,4.1682731886247995,-4.1682731886247995,0.0,-4.1682731886247995
2017-04-07,16,SE,2555,3.5999999999999996,0.0,1.2,0.0,3.5999999999999996,1.2,2.4,0.0,2.4
2017-04-07,16,SE,2321,0.23371857945847402,0.0,0.0,0.0,0.23371857945847402,0.0,0.23371857945847402,0.0,0.23371857945847402
2017-04-07,16,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-07,15,SE,2555,3.5999999999999996,0.0,3.0,0.0,3.5999999999999996,3.0,0.5999999999999996,0.0,0.5999999999999996
2017-04-07,15,SE,2321,0.584296448646185,0.0,0.0,0.0,0.584296448646185,0.0,0.584296448646185,0.0,0.584296448646185
2017-04-07,15,SE,1463,0.0,0.0,96.0,0.0,0.0,96.0,-96.0,0.0,-96.0
2017-04-07,15,SE,403,1.2504819565874399,0.0,0.0,0.0,1.2504819565874399,0.0,1.2504819565874399,0.0,1.2504819565874399
2017-04-07,15,SE,399,1.0420682971561999,0.20841365943124,0.0,0.0,1.2504819565874399,0.0,1.0420682971561999,0.20841365943124,1.2504819565874399
2017-04-07,14,AT,2555,2.4,0.0,0.4,0.0,2.4,0.4,2.0,0.0,2.0
2017-04-07,14,AT,2321,0.46743715891694804,0.0,0.0,0.0,0.46743715891694804,0.0,0.46743715891694804,0.0,0.46743715891694804
2017-04-07,14,AT,1463,5.0,0.0,12.0,0.0,5.0,12.0,-7.0,0.0,-7.0
2017-04-07,13,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,13,SE,2321,0.584296448646185,0.0,0.0,0.0,0.584296448646185,0.0,0.584296448646185,0.0,0.584296448646185
2017-04-07,13,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-07,12,NO,2555,2.4,0.0,81.6,0.0,2.4,81.6,-79.19999999999999,0.0,-79.19999999999999
2017-04-07,12,NO,1463,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2017-04-07,12,NO,403,0.0,0.0,0.41682731886248,0.0,0.0,0.41682731886248,-0.41682731886248,0.0,-0.41682731886248
2017-04-07,11,FI,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,11,FI,1463,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0
2017-04-07,10,SE,2555,3.5999999999999996,0.0,0.0,0.0,3.5999999999999996,0.0,3.5999999999999996,0.0,3.5999999999999996
2017-04-07,10,SE,2321,0.0,0.0,0.11685928972923701,0.0,0.0,0.11685928972923701,-0.11685928972923701,0.0,-0.11685928972923701
2017-04-07,10,SE,1463,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2017-04-07,9,GB,2555,3.5999999999999996,0.0,0.4,0.0,3.5999999999999996,0.4,3.2,0.0,3.2
2017-04-07,9,GB,2321,0.23371857945847402,0.0,0.0,0.0,0.23371857945847402,0.0,0.23371857945847402,0.0,0.23371857945847402
2017-04-07,9,GB,1463,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0
2017-04-07,9,GB,403,0.0,0.0,6.66923710179968,0.0,0.0,6.66923710179968,-6.66923710179968,0.0,-6.66923710179968
2017-04-07,9,GB,399,0.0,0.0,1.0420682929879268,0.2084136635995132,0.0,1.25048195658744,-1.0420682929879268,-0.2084136635995132,-1.25048195658744
2017-04-07,8,SE,2555,3.5999999999999996,0.0,2.4,0.0,3.5999999999999996,2.4,1.1999999999999997,0.0,1.1999999999999997
2017-04-07,8,SE,2321,0.23371857945847402,0.0,0.0,0.0,0.23371857945847402,0.0,0.23371857945847402,0.0,0.23371857945847402
2017-04-07,8,SE,1463,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0
2017-04-07,7,NO,2555,2.4,0.0,0.0,0.0,2.4,0.0,2.4,0.0,2.4
2017-04-07,7,NO,2321,0.11685928972923701,0.0,0.0,0.0,0.11685928972923701,0.0,0.11685928972923701,0.0,0.11685928972923701
2017-04-07,7,NO,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,6,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-07,6,SE,1463,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2017-04-07,5,SE,2555,2.4,0.0,0.88,0.0,2.4,0.88,1.5199999999999998,0.0,1.5199999999999998
2017-04-07,5,SE,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,5,SE,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-07,5,SE,403,0.93786146744058,0.0,0.0,0.0,0.93786146744058,0.0,0.93786146744058,0.0,0.93786146744058
2017-04-07,4,SE,2555,3.5999999999999996,0.0,3.4,0.0,3.5999999999999996,3.4,0.19999999999999973,0.0,0.19999999999999973
2017-04-07,4,SE,2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07,4,SE,1463,5.0,0.0,60.0,0.0,5.0,60.0,-55.0,0.0,-55.0
2017-04-07,3,SE,2555,2.4,0.0,10.8,0.0,2.4,10.8,-8.4,0.0,-8.4
2017-04-07,3,SE,2321,0.818015028104659,0.0,0.0,0.0,0.818015028104659,0.0,0.818015028104659,0.0,0.818015028104659
2017-04-07,3,SE,1463,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0
2017-04-07,2,SE,2555,3.5999999999999996,0.0,0.0,0.0,3.5999999999999996,0.0,3.5999999999999996,0.0,3.5999999999999996
2017-04-07,2,SE,1463,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0
2017-04-07,2,SE,403,1.2504819565874399,0.0,0.0,0.0,1.2504819565874399,0.0,1.2504819565874399,0.0,1.2504819565874399
2017-04-07,1,AT,2555,3.5999999999999996,0.0,0.2,0.0,3.5999999999999996,0.2,3.3999999999999995,0.0,3.3999999999999995
2017-04-07,1,AT,2321,0.350577869187711,0.0,0.0,0.0,0.350577869187711,0.0,0.350577869187711,0.0,0.350577869187711
2017-04-07,1,AT,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-06,50,SE,2646,1.04280723708223,0.0,0.0,0.0,1.04280723708223,0.0,1.04280723708223,0.0,1.04280723708223
2017-04-06,50,SE,2321,0.584180394905947,0.0,4.673443159247576,0.0,0.584180394905947,4.673443159247576,-4.089262764341629,0.0,-4.089262764341629
2017-04-06,50,SE,2112,1.3035090463527874,0.0,0.0,0.0,1.3035090463527874,0.0,1.3035090463527874,0.0,1.3035090463527874
2017-04-06,50,SE,1463,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
2017-04-06,50,SE,34,1.877053026748014,0.0,0.0,0.0,1.877053026748014,0.0,1.877053026748014,0.0,1.877053026748014
2017-04-06,49,SE,2321,2.336721579623788,0.0,0.3505082369435682,0.0,2.336721579623788,0.3505082369435682,1.9862133426802198,0.0,1.9862133426802198
2017-04-06,49,SE,2112,2.607018092705575,0.0,0.0,0.0,2.607018092705575,0.0,2.607018092705575,0.0,2.607018092705575
2017-04-06,49,SE,1463,13.5,0.0,0.0,0.0,13.5,0.0,13.5,0.0,13.5
2017-04-06,49,SE,34,3.5664007508212263,0.0,0.0,0.0,3.5664007508212263,0.0,3.5664007508212263,0.0,3.5664007508212263
2017-04-06,48,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,48,SE,2321,0.584180394905947,0.0,0.7010164738871364,0.0,0.584180394905947,0.7010164738871364,-0.11683607898118942,0.0,-0.11683607898118942
2017-04-06,48,SE,2112,1.3035090463527874,0.0,0.5996141613222823,0.0,1.3035090463527874,0.5996141613222823,0.7038948850305051,0.0,0.7038948850305051
2017-04-06,48,SE,1711,1.564210855623345,0.0,0.0,0.0,1.564210855623345,0.0,1.564210855623345,0.0,1.564210855623345
2017-04-06,48,SE,1463,9.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0
2017-04-06,48,SE,34,0.938526513374007,0.0,1.564210855623345,0.0,0.938526513374007,1.564210855623345,-0.6256843422493379,0.0,-0.6256843422493379
2017-04-06,47,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,47,SE,2321,2.336721579623788,0.0,0.5257623554153523,0.0,2.336721579623788,0.5257623554153523,1.8109592242084356,0.0,1.8109592242084356
2017-04-06,47,SE,2112,1.3035090463527874,0.0,0.7038948850305052,0.0,1.3035090463527874,0.7038948850305052,0.5996141613222822,0.0,0.5996141613222822
2017-04-06,47,SE,1463,0.0,0.0,44.0,0.0,0.0,44.0,-44.0,0.0,-44.0
2017-04-06,46,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,46,SE,2321,1.9862133426802198,0.0,2.570393737586167,0.0,1.9862133426802198,2.570393737586167,-0.5841803949059472,0.0,-0.5841803949059472
2017-04-06,46,SE,2112,0.6517545231763937,0.0,0.0521403618541115,0.0,0.6517545231763937,0.0521403618541115,0.5996141613222822,0.0,0.5996141613222822
2017-04-06,46,SE,1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,46,SE,1463,10.0,0.0,56.0,0.0,10.0,56.0,-46.0,0.0,-46.0
2017-04-06,46,SE,399,2.08561447416446,0.0,0.0,0.0,2.08561447416446,0.0,2.08561447416446,0.0,2.08561447416446
2017-04-06,46,SE,34,0.938526513374007,0.0,0.0,0.0,0.938526513374007,0.0,0.938526513374007,0.0,0.938526513374007
2017-04-06,45,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,45,SE,2321,1.752541184717841,0.0,0.0,0.0,1.752541184717841,0.0,1.752541184717841,0.0,1.752541184717841
2017-04-06,45,SE,1463,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0
2017-04-06,45,SE,34,0.0,0.0,2.6278742374472195,0.0,0.0,2.6278742374472195,-2.6278742374472195,0.0,-2.6278742374472195
2017-04-06,44,SE,2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,44,SE,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,44,SE,2321,0.584180394905947,0.0,0.5257623554153522,0.0,0.584180394905947,0.5257623554153522,0.05841803949059472,0.0,0.05841803949059472
2017-04-06,44,SE,2112,0.6517545231763937,0.0,0.0,0.0,0.6517545231763937,0.0,0.6517545231763937,0.0,0.6517545231763937
2017-04-06,44,SE,1463,6.5,0.0,0.0,0.0,6.5,0.0,6.5,0.0,6.5
2017-04-06,44,SE,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,43,SE,2646,2.08561447416446,0.0,0.0,0.0,2.08561447416446,0.0,2.08561447416446,0.0,2.08561447416446
2017-04-06,43,SE,2321,1.4020329477742728,0.0,0.0,0.0,1.4020329477742728,0.0,1.4020329477742728,0.0,1.4020329477742728
2017-04-06,43,SE,2112,1.9552635695291811,0.0,0.2607018092705575,0.0,1.9552635695291811,0.2607018092705575,1.6945617602586236,0.0,1.6945617602586236
2017-04-06,43,SE,1463,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2017-04-06,43,SE,34,1.877053026748014,0.0,0.0,0.0,1.877053026748014,0.0,1.877053026748014,0.0,1.877053026748014
2017-04-06,42,SE,2646,1.04280723708223,0.0,0.0,0.0,1.04280723708223,0.0,1.04280723708223,0.0,1.04280723708223
2017-04-06,42,SE,2555,0.0,0.0,0.4,0.0,0.0,0.4,-0.4,0.0,-0.4
2017-04-06,42,SE,2321,1.168360789811894,0.0,2.8040658955485456,0.0,1.168360789811894,2.8040658955485456,-1.6357051057366516,0.0,-1.6357051057366516
2017-04-06,42,SE,2112,1.9552635695291811,0.0,0.0,0.0,1.9552635695291811,0.0,1.9552635695291811,0.0,1.9552635695291811
2017-04-06,42,SE,1463,4.5,0.0,0.0,0.0,4.5,0.0,4.5,0.0,4.5
2017-04-06,42,SE,34,0.938526513374007,0.0,5.21403618541115,0.0,0.938526513374007,5.21403618541115,-4.275509672037143,0.0,-4.275509672037143
2017-04-06,41,SE,2321,1.752541184717841,0.0,0.0,0.0,1.752541184717841,0.0,1.752541184717841,0.0,1.752541184717841
2017-04-06,41,SE,2188,0.0208561447416446,0.0,0.0,0.0,0.0208561447416446,0.0,0.0208561447416446,0.0,0.0208561447416446
2017-04-06,41,SE,2112,0.6517545231763937,0.0,0.0,0.0,0.6517545231763937,0.0,0.6517545231763937,0.0,0.6517545231763937
2017-04-06,41,SE,1463,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0
2017-04-06,41,SE,34,0.0,0.0,0.2919860263830244,0.0,0.0,0.2919860263830244,-0.2919860263830244,0.0,-0.2919860263830244
2017-04-06,40,FI,2321,0.0,0.0,0.0584180394905947,0.0,0.0,0.0584180394905947,-0.0584180394905947,0.0,-0.0584180394905947
2017-04-06,40,FI,2112,0.6517545231763937,0.0,0.0,0.0,0.6517545231763937,0.0,0.6517545231763937,0.0,0.6517545231763937
2017-04-06,40,FI,1463,6.5,0.0,0.0,0.0,6.5,0.0,6.5,0.0,6.5
2017-04-06,40,FI,399,0.0,0.0,3.12842171124669,0.0,0.0,3.12842171124669,-3.12842171124669,0.0,-3.12842171124669
2017-04-06,40,FI,34,2.8155795401220214,0.0,0.0,0.0,2.8155795401220214,0.0,2.8155795401220214,0.0,2.8155795401220214
2017-04-06,39,NO,2555,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.0,1.2
2017-04-06,39,NO,2321,1.752541184717841,0.0,0.40892627643416285,0.0,1.752541184717841,0.40892627643416285,1.3436149082836781,0.0,1.3436149082836781
2017-04-06,39,NO,2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,39,NO,1463,8.5,0.0,0.0,0.0,8.5,0.0,8.5,0.0,8.5
2017-04-06,39,NO,34,0.938526513374007,0.0,0.0,0.0,0.938526513374007,0.0,0.938526513374007,0.0,0.938526513374007
2017-04-06,38,SE,2646,2.08561447416446,0.0,0.0,0.0,2.08561447416446,0.0,2.08561447416446,0.0,2.08561447416446
2017-04-06,38,SE,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06,38,SE,2321,1.168360789811894,0.0,1.8693772636990302,0.0,1.168360789811894,1.8693772636990302,-0.7010164738871364,0.0,-0.7010164738871364
2017-04-06,38,SE,2112,1.3035090463527874,0.0,0.0,0.0,1.3035090463527874,0.0,1.3035090463527874,0.0,1.3035090463527874
2017-04-06,38,SE,1463,1.5,0.0,0.0,0.0,1.5,0.0,1.5,0.0,1.5
2017-04-06,38,SE,34,0.938526513374007,0.0,0.0,0.0,0.938526513374007,0.0,0.938526513374007,0.0,0.938526513374007
2017-04-06,37,FI,2321,2.920901974529735,0.0,2.1030494216614093,0.0,2.920901974529735,2.1030494216614093,0.8178525528683258,0.0,0.8178525528683258
2017-04-06,37,FI,2112,0.6517545231763937,0.0,0.0,0.0,0.6517545231763937,0.0,0.6517545231763937,0.0,0.6517545231763937
2017-04-06,37,FI,1463,11.5,0.0,9.0,0.0,11.5,9.0,2.5,0.0,2.5
2017-04-06,37,FI,34,0.938526513374007,0.0,8.863861515198955,0.0,0.938526513374007,8.863861515198955,-7.925335001824949,0.0,-7.925335001824949
2017-04-06,36,GB,2646,1.04280723708223,0.0,0.0,0.0,1.04280723708223,0.0,1.04280723708223,0.0,1.04280723708223
2017-04-06,36,GB,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
