Date;realAmount;bonusAmount;channelUID;txCurrency;gameID;txType;BetId;PlayerId
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;81;22
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;82;32
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;83;15
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;84;46
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;85;43
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;86;27
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;87;5
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;88;43
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;89;4
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;90;4
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;91;31
2017-03-20;7,5;0;DESKTOP;SEK;2466;RESULT;92;11
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;93;46
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;94;21
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;95;18
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;96;50
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;97;9
2017-03-20;10;0;DESKTOP;SEK;2466;RESULT;98;12
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;99;15
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;100;39
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;101;17
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;102;29
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;103;18
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;104;50
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;105;30
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;106;22
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;107;8
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;108;20
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;109;36
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;110;9
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;111;16
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;112;39
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;113;19
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;114;13
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;115;37
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;116;38
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;117;37
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;118;16
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;119;40
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;120;28
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;121;38
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;122;3
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;123;27
2017-03-20;150;0;DESKTOP;SEK;2466;RESULT;124;34
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;125;49
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;126;31
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;127;20
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;128;19
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;129;21
2017-03-20;25;0;DESKTOP;SEK;2466;RESULT;130;22
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;131;39
2017-03-20;2,5;0;DESKTOP;SEK;2466;RESULT;132;12
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;133;46
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;134;50
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;135;33
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;136;23
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;137;41
2017-03-20;2,5;0;DESKTOP;SEK;2466;RESULT;138;25
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;139;3
2017-03-20;25;0;DESKTOP;SEK;2466;RESULT;140;15
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;141;20
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;142;15
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;143;4
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;144;9
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;145;19
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;146;31
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;147;16
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;148;34
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;149;47
2017-03-20;12,5;0;DESKTOP;SEK;2466;RESULT;150;31
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;151;20
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;152;8
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;153;17
2017-03-20;7,5;0;DESKTOP;SEK;2466;RESULT;154;10
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;155;49
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;156;27
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;157;26
2017-03-20;25;0;DESKTOP;SEK;2466;RESULT;158;3
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;159;50
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;160;38
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;161;28
2017-03-20;7,5;0;DESKTOP;SEK;2466;RESULT;162;22
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;163;6
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;164;17
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;165;11
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;166;9
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;167;11
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;168;49
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;169;49
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;170;17
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;171;12
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;172;50
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;173;25
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;174;28
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;175;8
2017-03-20;25;0;DESKTOP;SEK;2466;RESULT;176;20
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;177;21
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;178;23
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;179;43
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;180;18
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;181;15
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;182;26
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;183;45
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;184;2
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;185;33
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;186;9
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;187;48
2017-03-20;15;0;DESKTOP;SEK;2466;RESULT;188;27
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;189;2
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;190;34
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;191;45
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;192;17
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;193;26
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;194;12
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;195;45
2017-03-20;10;0;DESKTOP;SEK;2466;RESULT;196;10
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;197;14
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;198;45
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;199;42
2017-03-20;20;0;DESKTOP;SEK;2466;RESULT;200;38
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;201;25
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;202;43
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;203;17
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;204;37
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;205;11
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;206;45
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;207;28
2017-03-20;10;0;DESKTOP;SEK;2466;RESULT;208;21
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;209;12
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;210;44
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;211;13
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;212;38
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;213;16
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;214;4
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;215;32
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;216;29
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;217;14
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;218;28
2017-03-20;0;0;DESKTOP;SEK;2466;WAGER;219;35
2017-03-20;10;0;DESKTOP;SEK;2466;RESULT;220;45
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;221;35
2017-03-20;5;0;DESKTOP;SEK;2466;RESULT;222;5
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;223;38
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;224;6
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;225;8
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;226;25
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;227;23
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;228;46
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;229;5
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;230;31
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;231;7
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;232;33
2017-03-20;10;0;DESKTOP;SEK;2466;WAGER;233;7
2017-03-20;0;0;DESKTOP;SEK;2466;RESULT;234;3
2017-03-20;5;0;ANDROID;SEK;524;WAGER;235;49
2017-03-20;0;0;ANDROID;SEK;524;RESULT;236;10
2017-03-20;5;0;ANDROID;SEK;524;WAGER;237;13
2017-03-20;17;0;ANDROID;SEK;524;RESULT;238;6
2017-03-20;0;0;ANDROID;SEK;524;RESULT;239;14
2017-03-20;5;0;ANDROID;SEK;524;WAGER;240;31
2017-03-20;0;0;ANDROID;SEK;524;RESULT;241;41
2017-03-20;5;0;ANDROID;SEK;524;WAGER;242;7
2017-03-20;0;0;ANDROID;SEK;524;RESULT;243;8
2017-03-20;5;0;ANDROID;SEK;524;WAGER;244;28
2017-03-20;20;0;ANDROID;SEK;524;RESULT;245;31
2017-03-20;0;0;ANDROID;SEK;524;RESULT;246;39
2017-03-20;5;0;ANDROID;SEK;524;WAGER;247;29
2017-03-20;0;0;ANDROID;SEK;524;RESULT;248;48
2017-03-20;5;0;ANDROID;SEK;524;WAGER;249;33
2017-03-20;10;0;ANDROID;SEK;524;RESULT;250;39
2017-03-20;0;0;ANDROID;SEK;524;RESULT;251;47
2017-03-20;5;0;ANDROID;SEK;524;WAGER;252;36
2017-03-20;0;0;ANDROID;SEK;524;RESULT;253;33
2017-03-20;5;0;ANDROID;SEK;524;WAGER;254;44
2017-03-20;0;0;ANDROID;SEK;524;RESULT;255;33
2017-03-20;5;0;ANDROID;SEK;524;WAGER;256;50
2017-03-20;0;0;ANDROID;SEK;524;RESULT;257;6
2017-03-20;5;0;ANDROID;SEK;524;WAGER;258;32
2017-03-20;50;0;ANDROID;SEK;524;RESULT;259;20
2017-03-20;0;0;ANDROID;SEK;524;RESULT;260;42
2017-03-20;5;0;ANDROID;SEK;524;WAGER;261;36
2017-03-20;10;0;ANDROID;SEK;524;RESULT;262;44
2017-03-20;0;0;ANDROID;SEK;524;RESULT;263;26
2017-03-20;5;0;ANDROID;SEK;524;WAGER;264;42
2017-03-20;0;0;ANDROID;SEK;524;RESULT;265;21
2017-03-20;5;0;ANDROID;SEK;524;WAGER;266;24
2017-03-20;0;0;ANDROID;SEK;524;RESULT;267;5
2017-03-20;5;0;ANDROID;SEK;524;WAGER;268;38
2017-03-20;0;0;ANDROID;SEK;524;RESULT;269;26
2017-03-20;5;0;ANDROID;SEK;524;WAGER;270;9
2017-03-20;2;0;ANDROID;SEK;524;RESULT;271;16
2017-03-20;0;0;ANDROID;SEK;524;RESULT;272;10
2017-03-20;5;0;ANDROID;SEK;524;WAGER;273;1
2017-03-20;0;0;ANDROID;SEK;524;RESULT;274;42
2017-03-20;5;0;ANDROID;SEK;524;WAGER;275;28
2017-03-20;0;0;ANDROID;SEK;524;RESULT;276;11
2017-03-20;5;0;ANDROID;SEK;524;WAGER;277;5
2017-03-20;0;0;ANDROID;SEK;524;RESULT;278;27
2017-03-20;5;0;ANDROID;SEK;524;WAGER;279;50
2017-03-20;0;0;ANDROID;SEK;524;RESULT;280;5
2017-03-20;5;0;ANDROID;SEK;524;WAGER;281;2
2017-03-20;15;0;ANDROID;SEK;524;RESULT;282;13
2017-03-20;0;0;ANDROID;SEK;524;RESULT;283;17
2017-03-20;5;0;ANDROID;SEK;524;WAGER;284;10
2017-03-20;0;0;ANDROID;SEK;524;RESULT;285;40
2017-03-20;5;0;ANDROID;SEK;524;WAGER;286;14
2017-03-20;0;0;ANDROID;SEK;524;RESULT;287;50
2017-03-20;5;0;ANDROID;SEK;524;WAGER;288;8
2017-03-20;0;0;ANDROID;SEK;524;RESULT;289;7
2017-03-20;5;0;ANDROID;SEK;524;WAGER;290;11
2017-03-20;0;0;ANDROID;SEK;524;RESULT;291;50
2017-03-20;5;0;ANDROID;SEK;524;WAGER;292;47
2017-03-20;0;0;ANDROID;SEK;524;RESULT;293;39
2017-03-20;5;0;ANDROID;SEK;524;WAGER;294;44
2017-03-20;0;0;ANDROID;SEK;524;RESULT;295;14
2017-03-20;5;0;ANDROID;SEK;524;WAGER;296;18
2017-03-20;0;0;ANDROID;SEK;524;RESULT;297;22
2017-03-20;5;0;ANDROID;SEK;524;WAGER;298;16
2017-03-20;0;0;ANDROID;SEK;524;RESULT;299;41
2017-03-20;5;0;ANDROID;SEK;524;WAGER;300;18
2017-03-20;0;0;ANDROID;SEK;524;RESULT;301;46
2017-03-20;5;0;ANDROID;SEK;524;WAGER;302;39
2017-03-20;0;0;ANDROID;SEK;524;RESULT;303;28
2017-03-20;5;0;ANDROID;SEK;524;WAGER;304;28
2017-03-20;0;0;ANDROID;SEK;524;RESULT;305;43
2017-03-20;5;0;ANDROID;SEK;524;WAGER;306;44
2017-03-20;0;0;ANDROID;SEK;524;RESULT;307;10
2017-03-20;5;0;ANDROID;SEK;524;WAGER;308;7
2017-03-20;0;0;ANDROID;SEK;524;RESULT;309;23
2017-03-20;5;0;ANDROID;SEK;524;WAGER;310;26
2017-03-20;0;0;ANDROID;SEK;524;RESULT;311;46
2017-03-20;5;0;ANDROID;SEK;524;WAGER;312;34
2017-03-20;0;0;ANDROID;SEK;524;RESULT;313;10
2017-03-20;5;0;ANDROID;SEK;524;WAGER;314;39
2017-03-20;0;0;ANDROID;SEK;524;RESULT;315;21
2017-03-20;5;0;ANDROID;SEK;524;WAGER;316;36
2017-03-20;0;0;ANDROID;SEK;524;RESULT;317;14
2017-03-20;5;0;ANDROID;SEK;524;WAGER;318;7
2017-03-20;0;0;ANDROID;SEK;524;RESULT;319;2
2017-03-20;5;0;ANDROID;SEK;524;WAGER;320;20
2017-03-20;17;0;ANDROID;SEK;524;RESULT;321;37
2017-03-20;0;0;ANDROID;SEK;524;RESULT;322;41
2017-03-20;5;0;ANDROID;SEK;524;WAGER;323;6
2017-03-20;0;0;ANDROID;SEK;524;RESULT;324;44
2017-03-20;5;0;ANDROID;SEK;524;WAGER;325;41
2017-03-20;0;0;ANDROID;SEK;524;RESULT;326;20
2017-03-20;5;0;ANDROID;SEK;524;WAGER;327;26
2017-03-20;0;0;ANDROID;SEK;524;RESULT;328;44
2017-03-20;5;0;ANDROID;SEK;524;WAGER;329;20
2017-03-20;0;0;ANDROID;SEK;524;RESULT;330;43
2017-03-20;5;0;ANDROID;SEK;524;WAGER;331;26
2017-03-20;10;0;ANDROID;SEK;524;RESULT;332;4
2017-03-20;0;0;ANDROID;SEK;524;RESULT;333;45
2017-03-20;5;0;ANDROID;SEK;524;WAGER;334;38
2017-03-20;0;0;ANDROID;SEK;524;RESULT;335;39
2017-03-20;5;0;ANDROID;SEK;524;WAGER;336;46
2017-03-20;0;0;ANDROID;SEK;524;RESULT;337;33
2017-03-20;5;0;ANDROID;SEK;524;WAGER;338;35
2017-03-20;0;0;ANDROID;SEK;524;RESULT;339;21
2017-03-20;5;0;ANDROID;SEK;524;WAGER;340;22
2017-03-20;0;0;ANDROID;SEK;524;RESULT;341;6
2017-03-20;5;0;ANDROID;SEK;524;WAGER;342;5
2017-03-20;40;0;ANDROID;SEK;524;RESULT;343;21
2017-03-20;0;0;ANDROID;SEK;524;RESULT;344;35
2017-03-20;5;0;ANDROID;SEK;524;WAGER;345;26
2017-03-20;0;0;ANDROID;SEK;524;RESULT;346;26
2017-03-20;5;0;ANDROID;SEK;524;WAGER;347;25
2017-03-20;0;0;ANDROID;SEK;524;RESULT;348;1
2017-03-20;5;0;ANDROID;SEK;524;WAGER;349;6
2017-03-20;0;0;ANDROID;SEK;524;RESULT;350;24
2017-03-20;5;0;ANDROID;SEK;524;WAGER;351;44
2017-03-20;0;0;ANDROID;SEK;524;RESULT;352;28
2017-03-20;5;0;ANDROID;SEK;524;WAGER;353;15
2017-03-20;5;0;ANDROID;SEK;524;RESULT;354;12
2017-03-20;0;0;ANDROID;SEK;524;RESULT;355;44
2017-03-20;5;0;ANDROID;SEK;524;WAGER;356;17
2017-03-20;0;0;ANDROID;SEK;524;RESULT;357;24
2017-03-20;5;0;ANDROID;SEK;524;WAGER;358;22
2017-03-20;0;0;ANDROID;SEK;524;RESULT;359;43
2017-03-20;5;0;ANDROID;SEK;524;WAGER;360;43
2017-03-20;0;0;ANDROID;SEK;524;RESULT;361;33
2017-03-20;5;0;ANDROID;SEK;524;WAGER;362;29
2017-03-20;2;0;ANDROID;SEK;524;RESULT;363;21
2017-03-20;0;0;ANDROID;SEK;524;RESULT;364;50
2017-03-20;5;0;ANDROID;SEK;524;WAGER;365;15
2017-03-20;0;0;ANDROID;SEK;524;RESULT;366;19
2017-03-20;5;0;ANDROID;SEK;524;WAGER;367;6
2017-03-20;0;0;ANDROID;SEK;524;RESULT;368;25
2017-03-20;5;0;ANDROID;SEK;524;WAGER;369;34
2017-03-20;0;0;ANDROID;SEK;524;RESULT;370;49
2017-03-20;5;0;ANDROID;SEK;524;WAGER;371;4
2017-03-20;5;0;ANDROID;SEK;524;RESULT;372;12
2017-03-20;0;0;ANDROID;SEK;524;RESULT;373;35
2017-03-20;5;0;ANDROID;SEK;524;WAGER;374;28
2017-03-20;0;0;ANDROID;SEK;524;RESULT;375;15
2017-03-20;5;0;ANDROID;SEK;524;WAGER;376;20
2017-03-20;10;0;ANDROID;SEK;524;RESULT;377;50
2017-03-20;0;0;ANDROID;SEK;524;RESULT;378;29
2017-03-20;5;0;ANDROID;SEK;524;WAGER;379;40
2017-03-20;0;0;ANDROID;SEK;524;RESULT;380;47
2017-03-20;5;0;ANDROID;SEK;524;WAGER;381;24
2017-03-20;0;0;ANDROID;SEK;524;RESULT;382;9
2017-03-20;5;0;ANDROID;SEK;524;WAGER;383;20
2017-03-20;5;0;ANDROID;SEK;524;RESULT;384;22
2017-03-20;0;0;ANDROID;SEK;524;RESULT;385;38
2017-03-20;5;0;ANDROID;SEK;524;WAGER;386;2
2017-03-20;0;0;ANDROID;SEK;524;RESULT;387;25
2017-03-20;5;0;ANDROID;SEK;524;WAGER;388;14
2017-03-20;0;0;ANDROID;SEK;524;RESULT;389;1
2017-03-20;5;0;ANDROID;SEK;524;WAGER;390;44
2017-03-20;0;0;ANDROID;SEK;524;RESULT;391;46
2017-03-20;5;0;ANDROID;SEK;524;WAGER;392;34
2017-03-20;0;0;ANDROID;SEK;524;RESULT;393;37
2017-03-20;5;0;ANDROID;SEK;524;WAGER;394;42
2017-03-20;2;0;ANDROID;SEK;524;RESULT;395;31
2017-03-20;0;0;ANDROID;SEK;524;RESULT;396;18
2017-03-20;5;0;ANDROID;SEK;524;WAGER;397;4
2017-03-20;0;0;ANDROID;SEK;524;RESULT;398;45
2017-03-20;5;0;ANDROID;SEK;524;WAGER;399;3
2017-03-20;0;0;ANDROID;SEK;524;RESULT;400;13
2017-03-20;5;0;ANDROID;SEK;524;WAGER;401;32
2017-03-20;0;0;ANDROID;SEK;524;RESULT;402;26
2017-03-20;5;0;ANDROID;SEK;524;WAGER;403;32
2017-03-20;0;0;ANDROID;SEK;524;RESULT;404;47
2017-03-20;5;0;ANDROID;SEK;524;WAGER;405;26
2017-03-20;0;0;ANDROID;SEK;524;RESULT;406;19
2017-03-20;5;0;ANDROID;SEK;524;WAGER;407;12
2017-03-20;0;0;ANDROID;SEK;524;RESULT;408;22
2017-03-20;5;0;ANDROID;SEK;524;WAGER;409;20
2017-03-20;0;0;ANDROID;SEK;524;RESULT;410;44
2017-03-20;5;0;ANDROID;SEK;524;WAGER;411;27
2017-03-20;5;0;ANDROID;SEK;524;RESULT;412;47
2017-03-20;0;0;ANDROID;SEK;524;RESULT;413;42
2017-03-20;5;0;ANDROID;SEK;524;WAGER;414;10
2017-03-20;0;0;ANDROID;SEK;524;RESULT;415;41
2017-03-20;5;0;ANDROID;SEK;524;WAGER;416;45
2017-03-20;17;0;ANDROID;SEK;524;RESULT;417;48
2017-03-20;0;0;ANDROID;SEK;524;RESULT;418;50
2017-03-20;5;0;ANDROID;SEK;524;WAGER;419;48
